title,combined_text,release_year,voting
The Amazing Spider-Man 2,"Action Adventure Fantasyobsession marvelcomic sequel basedoncomicbook electrocution medicalexperiment electricity superpowersF o r   P e t e r   P a r k e r ,   l i f e   i s   b u s y .   B e t w e e n   t a k i n g   o u t   t h e   b a d   g u y s   a s   S p i d e r - M a n   a n d   s p e n d i n g   t i m e   w i t h   t h e   p e r s o n   h e   l o v e s ,   G w e n   S t a c y ,   h i g h   s c h o o l   g r a d u a t i o n   c a n n o t   c o m e   q u i c k l y   e n o u g h .   P e t e r   h a s   n o t   f o r g o t t e n   a b o u t   t h e   p r o m i s e   h e   m a d e   t o   G w e n ’ s   f a t h e r   t o   p r o t e c t   h e r   b y   s t a y i n g   a w a y ,   b u t   t h a t   i s   a   p r o m i s e   h e   c a n n o t   k e e p .   T h i n g s   w i l l   c h a n g e   f o r   P e t e r   w h e n   a   n e w   v i l l a i n ,   E l e c t r o ,   e m e r g e s ,   a n   o l d   f r i e n d ,   H a r r y   O s b o r n ,   r e t u r n s ,   a n d   P e t e r   u n c o v e r s   n e w   c l u e s   a b o u t   h i s   p a s t . 2014",2014,6.5
TRON: Legacy,"Adventure Action ScienceFictionartificialintelligence secretidentity computerprogram dystopia computer deception duel motorcycle neonlight autocracyS a m   F l y n n ,   t h e   t e c h - s a v v y   a n d   d a r i n g   s o n   o f   K e v i n   F l y n n ,   i n v e s t i g a t e s   h i s   f a t h e r ' s   d i s a p p e a r a n c e   a n d   i s   p u l l e d   i n t o   T h e   G r i d .   W i t h   t h e   h e l p   o f   a   m y s t e r i o u s   p r o g r a m   n a m e d   Q u o r r a ,   S a m   q u e s t s   t o   s t o p   e v i l   d i c t a t o r   C l u   f r o m   c r o s s i n g   i n t o   t h e   r e a l   w o r l d . 2010",2010,6.3
Cars 2,Animation Family Adventure Comedycarrace sequel comedy anthropomorphism bestfriend duringcreditsstingerS t a r   r a c e   c a r   L i g h t n i n g   M c Q u e e n   a n d   h i s   p a l   M a t e r   h e a d   o v e r s e a s   t o   c o m p e t e   i n   t h e   W o r l d   G r a n d   P r i x   r a c e .   B u t   t h e   r o a d   t o   t h e   c h a m p i o n s h i p   b e c o m e s   r o c k y   a s   M a t e r   g e t s   c a u g h t   u p   i n   a n   i n t r i g u i n g   a d v e n t u r e   o f   h i s   o w n :   i n t e r n a t i o n a l   e s p i o n a g e . 2011,2011,5.8
Green Lantern,"Adventure Action Thriller ScienceFictiondccomics transformation superhero alien alieninfection magicalobject protector superpowers origin 3dF o r   c e n t u r i e s ,   a   s m a l l   b u t   p o w e r f u l   f o r c e   o f   w a r r i o r s   c a l l e d   t h e   G r e e n   L a n t e r n   C o r p s   h a s   s w o r n   t o   k e e p   i n t e r g a l a c t i c   o r d e r .   E a c h   G r e e n   L a n t e r n   w e a r s   a   r i n g   t h a t   g r a n t s   h i m   s u p e r p o w e r s .   B u t   w h e n   a   n e w   e n e m y   c a l l e d   P a r a l l a x   t h r e a t e n s   t o   d e s t r o y   t h e   b a l a n c e   o f   p o w e r   i n   t h e   U n i v e r s e ,   t h e i r   f a t e   a n d   t h e   f a t e   o f   E a r t h   l i e   i n   t h e   h a n d s   o f   t h e   f i r s t   h u m a n   e v e r   r e c r u i t e d . 2011",2011,5.1
Toy Story 3,"Animation Family Comedyhostage college toy barbie animation escape daycare teddybear duringcreditsstinger toycomestolife personification inanimateobjectscomingtolife toystoryW o o d y ,   B u z z ,   a n d   t h e   r e s t   o f   A n d y ' s   t o y s   h a v e n ' t   b e e n   p l a y e d   w i t h   i n   y e a r s .   W i t h   A n d y   a b o u t   t o   g o   t o   c o l l e g e ,   t h e   g a n g   f i n d   t h e m s e l v e s   a c c i d e n t a l l y   l e f t   a t   a   n e f a r i o u s   d a y   c a r e   c e n t e r .   T h e   t o y s   m u s t   b a n d   t o g e t h e r   t o   e s c a p e   a n d   r e t u r n   h o m e   t o   A n d y . 2010",2010,7.6
Terminator Salvation,"Action ScienceFiction Thrillersavingtheworld artificialintelligence prophecy sanfrancisco cyborg killerrobot gasstation post-apocalyptic dystopia army firearm wartime losangelesA l l   g r o w n   u p   i n   p o s t - a p o c a l y p t i c   2 0 1 8 ,   J o h n   C o n n o r   m u s t   l e a d   t h e   r e s i s t a n c e   o f   h u m a n s   a g a i n s t   t h e   i n c r e a s i n g l y   d o m i n a t i n g   m i l i t a r i s t i c   r o b o t s .   B u t   w h e n   M a r c u s   W r i g h t   a p p e a r s ,   h i s   e x i s t e n c e   c o n f u s e s   t h e   m i s s i o n   a s   C o n n o r   t r i e s   t o   d e t e r m i n e   w h e t h e r   W r i g h t   h a s   c o m e   f r o m   t h e   f u t u r e   o r   t h e   p a s t   - -   a n d   w h e t h e r   h e ' s   f r i e n d   o r   f o e . 2009",2009,5.9
Furious 7,Actioncarrace speed revenge suspense car race musclecarD e c k a r d   S h a w   s e e k s   r e v e n g e   a g a i n s t   D o m i n i c   T o r e t t o   a n d   h i s   f a m i l y   f o r   h i s   c o m a t o s e   b r o t h e r . 2015,2015,7.3
World War Z,"Action Drama Horror ScienceFiction Thrillerdystopia apocalypse zombie nuclearweapons multipleperspectives zombieapocalypseL i f e   f o r   f o r m e r   U n i t e d   N a t i o n s   i n v e s t i g a t o r   G e r r y   L a n e   a n d   h i s   f a m i l y   s e e m s   c o n t e n t .   S u d d e n l y ,   t h e   w o r l d   i s   p l a g u e d   b y   a   m y s t e r i o u s   i n f e c t i o n   t u r n i n g   w h o l e   h u m a n   p o p u l a t i o n s   i n t o   r a m p a g i n g   m i n d l e s s   z o m b i e s .   A f t e r   b a r e l y   e s c a p i n g   t h e   c h a o s ,   L a n e   i s   p e r s u a d e d   t o   g o   o n   a   m i s s i o n   t o   i n v e s t i g a t e   t h i s   d i s e a s e .   W h a t   f o l l o w s   i s   a   p e r i l o u s   t r e k   a r o u n d   t h e   w o r l d   w h e r e   L a n e   m u s t   b r a v e   h o r r i f i c   d a n g e r s   a n d   l o n g   o d d s   t o   f i n d   a n s w e r s   b e f o r e   h u m a n   c i v i l i z a t i o n   f a l l s . 2013",2013,6.7
X-Men: Days of Future Past,Action Adventure Fantasy ScienceFiction1970s mutant timetravel marvelcomic basedoncomicbook superhuman storm beast aftercreditsstinger changingthepastorfutureT h e   u l t i m a t e   X - M e n   e n s e m b l e   f i g h t s   a   w a r   f o r   t h e   s u r v i v a l   o f   t h e   s p e c i e s   a c r o s s   t w o   t i m e   p e r i o d s   a s   t h e y   j o i n   f o r c e s   w i t h   t h e i r   y o u n g e r   s e l v e s   i n   a n   e p i c   b a t t l e   t h a t   m u s t   c h a n g e   t h e   p a s t   –   t o   s a v e   o u r   f u t u r e . 2014,2014,7.5
Jack the Giant Slayer,"Action Family Fantasybasedonfairytale giantT h e   s t o r y   o f   a n   a n c i e n t   w a r   t h a t   i s   r e i g n i t e d   w h e n   a   y o u n g   f a r m h a n d   u n w i t t i n g l y   o p e n s   a   g a t e w a y   b e t w e e n   o u r   w o r l d   a n d   a   f e a r s o m e   r a c e   o f   g i a n t s .   U n l e a s h e d   o n   t h e   E a r t h   f o r   t h e   f i r s t   t i m e   i n   c e n t u r i e s ,   t h e   g i a n t s   s t r i v e   t o   r e c l a i m   t h e   l a n d   t h e y   o n c e   l o s t ,   f o r c i n g   t h e   y o u n g   m a n ,   J a c k   i n t o   t h e   b a t t l e   o f   h i s   l i f e   t o   s t o p   t h e m .   F i g h t i n g   f o r   a   k i n g d o m ,   i t s   p e o p l e ,   a n d   t h e   l o v e   o f   a   b r a v e   p r i n c e s s ,   h e   c o m e s   f a c e   t o   f a c e   w i t h   t h e   u n s t o p p a b l e   w a r r i o r s   h e   t h o u g h t   o n l y   e x i s t e d   i n   l e g e n d – a n d   g e t s   t h e   c h a n c e   t o   b e c o m e   a   l e g e n d   h i m s e l f . 2013",2013,5.5
Prince of Persia: The Sands of Time,"Adventure Fantasy Action Romancepersia sandstorm brotheragainstbrother armageddon regent basedonvideogameA   r o g u e   p r i n c e   r e l u c t a n t l y   j o i n s   f o r c e s   w i t h   a   m y s t e r i o u s   p r i n c e s s   a n d   t o g e t h e r ,   t h e y   r a c e   a g a i n s t   d a r k   f o r c e s   t o   s a f e g u a r d   a n   a n c i e n t   d a g g e r   c a p a b l e   o f   r e l e a s i n g   t h e   S a n d s   o f   T i m e   –   g i f t   f r o m   t h e   g o d s   t h a t   c a n   r e v e r s e   t i m e   a n d   a l l o w   i t s   p o s s e s s o r   t o   r u l e   t h e   w o r l d . 2010",2010,6.2
Pacific Rim,"Action ScienceFiction Adventuredystopia giantrobot giantmonster apocalypse imax duringcreditsstinger 3dW h e n   l e g i o n s   o f   m o n s t r o u s   c r e a t u r e s ,   k n o w n   a s   K a i j u ,   s t a r t e d   r i s i n g   f r o m   t h e   s e a ,   a   w a r   b e g a n   t h a t   w o u l d   t a k e   m i l l i o n s   o f   l i v e s   a n d   c o n s u m e   h u m a n i t y ' s   r e s o u r c e s   f o r   y e a r s   o n   e n d .   T o   c o m b a t   t h e   g i a n t   K a i j u ,   a   s p e c i a l   t y p e   o f   w e a p o n   w a s   d e v i s e d :   m a s s i v e   r o b o t s ,   c a l l e d   J a e g e r s ,   w h i c h   a r e   c o n t r o l l e d   s i m u l t a n e o u s l y   b y   t w o   p i l o t s   w h o s e   m i n d s   a r e   l o c k e d   i n   a   n e u r a l   b r i d g e .   B u t   e v e n   t h e   J a e g e r s   a r e   p r o v i n g   n e a r l y   d e f e n s e l e s s   i n   t h e   f a c e   o f   t h e   r e l e n t l e s s   K a i j u .   O n   t h e   v e r g e   o f   d e f e a t ,   t h e   f o r c e s   d e f e n d i n g   m a n k i n d   h a v e   n o   c h o i c e   b u t   t o   t u r n   t o   t w o   u n l i k e l y   h e r o e s — a   w a s h e d - u p   f o r m e r   p i l o t   ( C h a r l i e   H u n n a m )   a n d   a n   u n t e s t e d   t r a i n e e   ( R i n k o   K i k u c h i ) — w h o   a r e   t e a m e d   t o   d r i v e   a   l e g e n d a r y   b u t   s e e m i n g l y   o b s o l e t e   J a e g e r   f r o m   t h e   p a s t .   T o g e t h e r ,   t h e y   s t a n d   a s   m a n k i n d ' s   l a s t   h o p e   a g a i n s t   t h e   m o u n t i n g   a p o c a l y p s e . 2013",2013,6.7
Transformers: Dark of the Moon,"Action ScienceFiction Adventuremoon spacecraft traitor bodyguard alienplanet basedoncartoon transformers giantrobot sabotage worddomination commando duringcreditsstingerS a m   W i t w i c k y   t a k e s   h i s   f i r s t   t e n u o u s   s t e p s   i n t o   a d u l t h o o d   w h i l e   r e m a i n i n g   a   r e l u c t a n t   h u m a n   a l l y   o f   A u t o b o t - l e a d e r   O p t i m u s   P r i m e .   T h e   f i l m   c e n t e r s   a r o u n d   t h e   s p a c e   r a c e   b e t w e e n   t h e   U S S R   a n d   t h e   U S A ,   s u g g e s t i n g   t h e r e   w a s   a   h i d d e n   T r a n s f o r m e r s   r o l e   i n   i t   a l l   t h a t   r e m a i n s   o n e   o f   t h e   p l a n e t ' s   m o s t   d a n g e r o u s   s e c r e t s . 2011",2011,6.1
Indiana Jones and the Kingdom of the Crystal Skull,"Adventure Actionsavingtheworld riddle whip treasure mexicocity leatherjacket machinegun alienphenomenons mayacivilization peru treasurehunt nuclearexplosion refrigerator archaeologist indianajones archeology S e t   d u r i n g   t h e   C o l d   W a r ,   t h e   S o v i e t s   –   l e d   b y   s w o r d - w i e l d i n g   I r i n a   S p a l k o   –   a r e   i n   s e a r c h   o f   a   c r y s t a l   s k u l l   w h i c h   h a s   s u p e r n a t u r a l   p o w e r s   r e l a t e d   t o   a   m y s t i c a l   L o s t   C i t y   o f   G o l d .   A f t e r   b e i n g   c a p t u r e d   a n d   t h e n   e s c a p i n g   f r o m   t h e m ,   I n d y   i s   c o e r c e d   t o   h e a d   t o   P e r u   a t   t h e   b e h e s t   o f   a   y o u n g   m a n   w h o s e   f r i e n d   –   a n d   I n d y ' s   c o l l e a g u e   –   P r o f e s s o r   O x l e y   h a s   b e e n   c a p t u r e d   f o r   h i s   k n o w l e d g e   o f   t h e   s k u l l ' s   w h e r e a b o u t s . 2008",2008,5.7
The Good Dinosaur,Adventure Animation Familytyrannosaurusrex friends alternatehistory dinosaur fear storm nature human journeyA n   e p i c   j o u r n e y   i n t o   t h e   w o r l d   o f   d i n o s a u r s   w h e r e   a n   A p a t o s a u r u s   n a m e d   A r l o   m a k e s   a n   u n l i k e l y   h u m a n   f r i e n d . 2015,2015,6.6
Brave,"Animation Adventure Comedy Family Action Fantasyscotland rebel bravery kingdom archer wish bear scot rebelliousdaughter turnsintoanimal archery ruins aftercreditsstinger peaceoffering womandirector courage 3dB r a v e   i s   s e t   i n   t h e   m y s t i c a l   S c o t t i s h   H i g h l a n d s ,   w h e r e   M é r i d a   i s   t h e   p r i n c e s s   o f   a   k i n g d o m   r u l e d   b y   K i n g   F e r g u s   a n d   Q u e e n   E l i n o r .   A n   u n r u l y   d a u g h t e r   a n d   a n   a c c o m p l i s h e d   a r c h e r ,   M é r i d a   o n e   d a y   d e f i e s   a   s a c r e d   c u s t o m   o f   t h e   l a n d   a n d   i n a d v e r t e n t l y   b r i n g s   t u r m o i l   t o   t h e   k i n g d o m .   I n   a n   a t t e m p t   t o   s e t   t h i n g s   r i g h t ,   M é r i d a   s e e k s   o u t   a n   e c c e n t r i c   o l d   W i s e   W o m a n   a n d   i s   g r a n t e d   a n   i l l - f a t e d   w i s h .   A l s o   f i g u r i n g   i n t o   M é r i d a ’ s   q u e s t   —   a n d   s e r v i n g   a s   c o m i c   r e l i e f   —   a r e   t h e   k i n g d o m ’ s   t h r e e   l o r d s :   t h e   e n o r m o u s   L o r d   M a c G u f f i n ,   t h e   s u r l y   L o r d   M a c i n t o s h ,   a n d   t h e   d i s a g r e e a b l e   L o r d   D i n g w a l l . 2012",2012,6.7
WALL·E,"Animation FamilyromanticcomedyW A L L · E   i s   t h e   l a s t   r o b o t   l e f t   o n   a n   E a r t h   t h a t   h a s   b e e n   o v e r r u n   w i t h   g a r b a g e   a n d   a l l   h u m a n s   h a v e   f l e d   t o   o u t e r   s p a c e .   F o r   7 0 0   y e a r s   h e   h a s   c o n t i n u e d   t o   t r y   a n d   c l e a n   u p   t h e   m e s s ,   b u t   h a s   d e v e l o p e d   s o m e   r a t h e r   i n t e r e s t i n g   h u m a n - l i k e   q u a l i t i e s .   W h e n   a   s h i p   a r r i v e s   w i t h   a   s l e e k   n e w   t y p e   o f   r o b o t ,   W A L L · E   t h i n k s   h e ' s   f i n a l l y   f o u n d   a   f r i e n d   a n d   s t o w s   a w a y   o n   t h e   s h i p   w h e n   i t   l e a v e s . 2008",2008,7.8
2012,"Action Adventure ScienceFictioncivilization naturaldisaster endoftheworld disaster apocalypse destruction volcaniceruption mayan ark solar destructionofmankindD r .   A d r i a n   H e l m s l e y ,   p a r t   o f   a   w o r l d w i d e   g e o p h y s i c a l   t e a m   i n v e s t i g a t i n g   t h e   e f f e c t   o n   t h e   e a r t h   o f   r a d i a t i o n   f r o m   u n p r e c e d e n t e d   s o l a r   s t o r m s ,   l e a r n s   t h a t   t h e   e a r t h ' s   c o r e   i s   h e a t i n g   u p .   H e   w a r n s   U . S .   P r e s i d e n t   T h o m a s   W i l s o n   t h a t   t h e   c r u s t   o f   t h e   e a r t h   i s   b e c o m i n g   u n s t a b l e   a n d   t h a t   w i t h o u t   p r o p e r   p r e p a r a t i o n s   f o r   s a v i n g   a   f r a c t i o n   o f   t h e   w o r l d ' s   p o p u l a t i o n ,   t h e   e n t i r e   r a c e   i s   d o o m e d .   M e a n w h i l e ,   w r i t e r   J a c k s o n   C u r t i s   s t u m b l e s   o n   t h e   s a m e   i n f o r m a t i o n .   W h i l e   t h e   w o r l d ' s   l e a d e r s   r a c e   t o   b u i l d   "" a r k s ""   t o   e s c a p e   t h e   i m p e n d i n g   c a t a c l y s m ,   C u r t i s   s t r u g g l e s   t o   f i n d   a   w a y   t o   s a v e   h i s   f a m i l y .   M e a n w h i l e ,   v o l c a n i c   e r u p t i o n s   a n d   e a r t h q u a k e s   o f   u n p r e c e d e n t e d   s t r e n g t h   w r e a k   h a v o c   a r o u n d   t h e   w o r l d . 2009",2009,5.6
A Christmas Carol,"Animation Dramaholiday basedonnovel victorianengland money christmaseve scrooge christmascarol ghost lesson charlesdickens christmasM i s e r   E b e n e z e r   S c r o o g e   i s   a w a k e n e d   o n   C h r i s t m a s   E v e   b y   s p i r i t s   w h o   r e v e a l   t o   h i m   h i s   o w n   m i s e r a b l e   e x i s t e n c e ,   w h a t   o p p o r t u n i t i e s   h e   w a s t e d   i n   h i s   y o u t h ,   h i s   c u r r e n t   c r u e l t i e s ,   a n d   t h e   d i r e   f a t e   t h a t   a w a i t s   h i m   i f   h e   d o e s   n o t   c h a n g e   h i s   w a y s .   S c r o o g e   i s   f a c e d   w i t h   h i s   o w n   s t o r y   o f   g r o w i n g   b i t t e r n e s s   a n d   m e a n n e s s ,   a n d   m u s t   d e c i d e   w h a t   h i s   o w n   f u t u r e   w i l l   h o l d :   d e a t h   o r   r e d e m p t i o n . 2009",2009,6.6
